origin.population,ECM.component,ECM.value,receiving.population,ECM.receptor,receptor.value,target.gene,target.value,TF,TF.value,annotation
0,NTNG1,0.505,0,RPN1,0.505,FTH1,0.35,ZFPM1,0.01,
0,NTNG1,0.505,0,RPN1,0.505,MBP,1,NFIB,0.01,
0,NTNG1,0.505,0,RPN1,0.505,NDRG4,0.51,ZIC1,1,
0,NTNG1,0.505,0,RPN1,0.505,SNAP25,0.01,ZIC1,1,
10,LAMB1,0.505,10,DAG1,0.035,CLU,0.235,NFIX,1,
10,LAMB1,0.505,10,DAG1,0.035,CST3,0.01,JDP2,0.01,
10,LAMB1,0.505,10,DAG1,0.035,PSAP,1,NFIX,1,
10,LAMB1,0.505,10,ITGA3,0.01,CLU,0.235,NFIX,1,
10,LAMB1,0.505,10,ITGA3,0.01,CST3,0.01,JDP2,0.01,
10,LAMB1,0.505,10,ITGA3,0.01,PSAP,1,NFIX,1,
10,LAMB1,0.505,10,ITGAV,0.054,CLU,0.235,NFIX,1,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,ITGAV,0.054,CLU,0.235,NFIX,1,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGAV,0.054,CST3,0.01,JDP2,0.01,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,ITGAV,0.054,CST3,0.01,JDP2,0.01,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGAV,0.054,PSAP,1,NFIX,1,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,ITGAV,0.054,PSAP,1,NFIX,1,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGB5,0.392,PSAP,1,NFIX,1,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGB5,0.392,CST3,0.01,JDP2,0.01,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGB5,0.392,CLU,0.235,NFIX,1,aVb5 complex is enriched in the population
10,LAMB1,0.505,10,ITGB8,0.616,PSAP,1,NFIX,1,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,ITGB8,0.616,CLU,0.235,NFIX,1,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,ITGB8,0.616,CST3,0.01,JDP2,0.01,aVb8 complex is enriched in the population
10,LAMB1,0.505,10,PDIA3,1,CLU,0.235,NFIX,1,
10,LAMB1,0.505,10,PDIA3,1,CST3,0.01,JDP2,0.01,
10,LAMB1,0.505,10,PDIA3,1,PSAP,1,NFIX,1,
10,LAMB1,0.505,10,PTPRF,0.179,CLU,0.235,NFIX,1,
10,LAMB1,0.505,10,PTPRF,0.179,CST3,0.01,JDP2,0.01,
10,LAMB1,0.505,10,PTPRF,0.179,PSAP,1,NFIX,1,
10,LAMB1,0.505,10,SDC2,0.038,CLU,0.235,NFIX,1,
10,LAMB1,0.505,10,SDC2,0.038,CST3,0.01,JDP2,0.01,
10,LAMB1,0.505,10,SDC2,0.038,PSAP,1,NFIX,1,
11,SLIT2,0.317,11,GPC1,0.148,CST3,0.074,JDP2,0.516,
11,SLIT2,0.317,11,GPC1,0.148,FTH1,0.915,ZFPM1,0.246,
11,SLIT2,0.317,11,GPC1,0.148,MBP,1,NFIB,1,
11,SLIT2,0.317,11,GPC1,0.148,MOBP,0.01,NEUROD6,0.01,
11,SLIT2,0.317,11,GPC1,0.148,PLP1,0.297,TBR1,0.013,
11,SLIT2,0.317,11,GPC1,0.148,TMSB4X,0.025,JDP2,0.516,
11,AGRN,0.01,11,ITGAV,0.244,CST3,0.074,JDP2,0.516,
11,AGRN,0.01,11,ITGAV,0.244,FTH1,0.915,ZFPM1,0.246,
11,AGRN,0.01,11,ITGAV,0.244,MBP,1,NFIB,1,
11,AGRN,0.01,11,ITGAV,0.244,MOBP,0.01,NEUROD6,0.01,
11,AGRN,0.01,11,ITGAV,0.244,PLP1,0.297,TBR1,0.013,
11,AGRN,0.01,11,ITGAV,0.244,TMSB4X,0.025,JDP2,0.516,
11,AGRN,0.01,11,LRP8,0.068,MBP,1,NFIB,1,
11,AGRN,0.01,11,LRP8,0.068,CST3,0.074,JDP2,0.516,
11,AGRN,0.01,11,LRP8,0.068,FTH1,0.915,ZFPM1,0.246,
11,AGRN,0.01,11,LRP8,0.068,MOBP,0.01,NEUROD6,0.01,
11,AGRN,0.01,11,LRP8,0.068,PLP1,0.297,TBR1,0.013,
11,AGRN,0.01,11,LRP8,0.068,TMSB4X,0.025,JDP2,0.516,
11,GAS6,1,11,MERTK,0.01,MBP,1,NFIB,1,
11,GAS6,1,11,MERTK,0.01,CST3,0.074,JDP2,0.516,
11,GAS6,1,11,MERTK,0.01,FTH1,0.915,ZFPM1,0.246,
11,GAS6,1,11,MERTK,0.01,MOBP,0.01,NEUROD6,0.01,
11,GAS6,1,11,MERTK,0.01,PLP1,0.297,TBR1,0.013,
11,GAS6,1,11,MERTK,0.01,TMSB4X,0.025,JDP2,0.516,
11,AGRN,0.01,11,NCAM1,0.862,CST3,0.074,JDP2,0.516,
11,AGRN,0.01,11,NCAM1,0.862,FTH1,0.915,ZFPM1,0.246,
11,AGRN,0.01,11,NCAM1,0.862,MBP,1,NFIB,1,
11,AGRN,0.01,11,NCAM1,0.862,MOBP,0.01,NEUROD6,0.01,
11,AGRN,0.01,11,NCAM1,0.862,PLP1,0.297,TBR1,0.013,
11,AGRN,0.01,11,NCAM1,0.862,TMSB4X,0.025,JDP2,0.516,
11,AGRN,0.01,11,PTPRS,1,CST3,0.074,JDP2,0.516,
11,AGRN,0.01,11,PTPRS,1,FTH1,0.915,ZFPM1,0.246,
11,AGRN,0.01,11,PTPRS,1,MBP,1,NFIB,1,
11,AGRN,0.01,11,PTPRS,1,MOBP,0.01,NEUROD6,0.01,
11,AGRN,0.01,11,PTPRS,1,PLP1,0.297,TBR1,0.013,
11,AGRN,0.01,11,PTPRS,1,TMSB4X,0.025,JDP2,0.516,
11,SLIT2,0.317,11,ROBO1,0.014,MBP,1,NFIB,1,
11,SLIT2,0.317,11,ROBO1,0.014,MOBP,0.01,NEUROD6,0.01,
11,SLIT2,0.317,11,ROBO1,0.014,CST3,0.074,JDP2,0.516,
11,SLIT2,0.317,11,ROBO1,0.014,FTH1,0.915,ZFPM1,0.246,
11,SLIT2,0.317,11,ROBO1,0.014,PLP1,0.297,TBR1,0.013,
11,SLIT2,0.317,11,ROBO1,0.014,TMSB4X,0.025,JDP2,0.516,
11,SLIT2,0.317,11,ROBO2,0.094,MBP,1,NFIB,1,
11,SLIT2,0.317,11,ROBO2,0.094,MOBP,0.01,NEUROD6,0.01,
11,SLIT2,0.317,11,ROBO2,0.094,CST3,0.074,JDP2,0.516,
11,SLIT2,0.317,11,ROBO2,0.094,FTH1,0.915,ZFPM1,0.246,
11,SLIT2,0.317,11,ROBO2,0.094,PLP1,0.297,TBR1,0.013,
11,SLIT2,0.317,11,ROBO2,0.094,TMSB4X,0.025,JDP2,0.516,
